[CAT=list]	Statystyki kobiet w Pucharze Świata w biathlonie 2012/2013	Statystyki mężczyzn w Pucharze Świata w biathlonie 2012/2013	None
[CAT=sport]	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2012 – singel kobiet	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2012 – singel mężczyzn	None
[CAT=sport]	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2012 – turniej drużynowy kobiet	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2012 – turniej drużynowy mężczyzn	None
[CAT=sport]	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2016 – singel kobiet	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2016 – singel mężczyzn	None
[CAT=sport]	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2016 – turniej drużynowy kobiet	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2016 – turniej drużynowy mężczyzn	None
[CAT=sport]	Tenis stołowy na Letniej Uniwersjadzie 2007 – gra zespołowa kobiet	Tenis stołowy na Letniej Uniwersjadzie 2007 – gra zespołowa mężczyzn	None
[CAT=sport]	Topshelf Open 2013 (kobiety)	Topshelf Open 2013 (mężczyźni)	None
[CAT=sport]	Topshelf Open 2014 (kobiety)	Topshelf Open 2014 (mężczyźni)	None
[CAT=sport]	Topshelf Open 2015 (kobiety)	Topshelf Open 2015 (mężczyźni)	None
[CAT=sport]	Trener roku I ligi polskiej w koszykówce kobiet	Trener roku I ligi polskiej w koszykówce mężczyzn	None
[CAT=sport]	Triathlon na Letnich Igrzyskach Olimpijskich 2012 – kobiety	Triathlon na Letnich Igrzyskach Olimpijskich 2012 – mężczyźni	None
[CAT=sport]	Triathlon na Letnich Igrzyskach Olimpijskich 2016 – kobiety	Triathlon na Letnich Igrzyskach Olimpijskich 2016 – mężczyźni	None
[CAT=sport]	Turniej Kwalifikacyjny Ameryki Południowej w piłce siatkowej kobiet do Letnich Igrzysk Olimpijskich 2012	Turniej kwalifikacyjny Ameryki Południowej w piłce siatkowej mężczyzn do Letnich Igrzysk Olimpijskich 2012	None
[CAT=sport]	Turniej Kwalifikacyjny NORCECA w piłce siatkowej kobiet do Letnich Igrzysk Olimpijskich 2012	Turniej kwalifikacyjny NORCECA w piłce siatkowej mężczyzn do Letnich Igrzysk Olimpijskich 2012	None
[CAT=sport]	Turniej drużynowy kobiet w sepak takraw plażowym na Plażowych Igrzyskach Azjatyckich 2012	Turniej drużynowy mężczyzn w sepak takraw plażowym na Plażowych Igrzyskach Azjatyckich 2012	None
[CAT=sport]	Turniej kobiet w hokeju na trawie na Letnich Igrzyskach Olimpijskich 2008	Turniej mężczyzn w hokeju na trawie na Letnich Igrzyskach Olimpijskich 2008	None
[CAT=sport]	Turniej kobiet w hokeju na trawie na Letnich Igrzyskach Olimpijskich 2012	Turniej mężczyzn w hokeju na trawie na Letnich Igrzyskach Olimpijskich 2012	None
[CAT=sport]	Turniej kobiet w kabaddi plażowym na Plażowych Igrzyskach Azjatyckich 2012	Turniej mężczyzn w kabaddi plażowym na Plażowych Igrzyskach Azjatyckich 2012	None
[CAT=sport]	Turniej kobiet w koszykówce na Plażowych Igrzyskach Azjatyckich 2012	Turniej mężczyzn w koszykówce na Plażowych Igrzyskach Azjatyckich 2012	None
[CAT=sport]	Turniej kobiet w piłce ręcznej plażowej na Plażowych Igrzyskach Azjatyckich 2012	Turniej mężczyzn w piłce ręcznej plażowej na Plażowych Igrzyskach Azjatyckich 2012	None
[CAT=sport]	Turniej kobiet w siatkówce plażowej na Plażowych Igrzyskach Azjatyckich 2012	Turniej mężczyzn w siatkówce plażowej na Plażowych Igrzyskach Azjatyckich 2012	None
[CAT=sport]	Turniej kwalifikacyjny do Mistrzostw Europy w Curlingu Kobiet 2008	Turniej kwalifikacyjny do Mistrzostw Europy w Curlingu Mężczyzn 2008	None
[CAT=sport]	Turniej olimpijski w piłce wodnej kobiet 2008	Turniej olimpijski w piłce wodnej mężczyzn 2008	None
[CAT=sport]	Turniej olimpijski w piłce wodnej kobiet 2012	Turniej olimpijski w piłce wodnej mężczyzn 2012	None
[CAT=sport]	Turniej olimpijski w piłce wodnej kobiet 2016	Turniej olimpijski w piłce wodnej mężczyzn 2016	None
[CAT=sport]	Turniej regu kobiet w sepak takraw plażowym na Plażowych Igrzyskach Azjatyckich 2012	Turniej regu mężczyzn w sepak takraw plażowym na Plażowych Igrzyskach Azjatyckich 2012	None
[CAT=sport]	Turnieje kwalifikacyjne w hokeju na trawie kobiet do Letnich Igrzysk Olimpijskich 2012	Turnieje kwalifikacyjne w hokeju na trawie mężczyzn do Letnich Igrzysk Olimpijskich 2012	None
[CAT=sport]	U.S. National Indoor Tennis Championships 2013 (kobiety)	U.S. National Indoor Tennis Championships 2013 (mężczyźni)	None
[CAT=sport]	UNICEF Open 2010 (kobiety)	UNICEF Open 2010 (mężczyźni)	None
[CAT=sport]	UNICEF Open 2011 (kobiety)	UNICEF Open 2011 (mężczyźni)	None
[CAT=sport]	UNICEF Open 2012 (kobiety)	UNICEF Open 2012 (mężczyźni)	None
[CAT=sport]	US Open 1997 (gra pojedyncza kobiet)	US Open 1997 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 1998 (gra pojedyncza kobiet)	US Open 1998 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 1999 (gra pojedyncza kobiet)	US Open 1999 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2000 (gra pojedyncza kobiet)	US Open 2000 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2001 (gra pojedyncza kobiet)	US Open 2001 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2002 (gra pojedyncza kobiet)	US Open 2002 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2003 (gra pojedyncza kobiet)	US Open 2003 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2004 (gra pojedyncza kobiet)	US Open 2004 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2005 (gra pojedyncza kobiet)	US Open 2005 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2006 (gra podwójna kobiet)	US Open 2006 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2006 (gra pojedyncza kobiet)	US Open 2006 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2007 (gra podwójna kobiet)	US Open 2007 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2007 (gra pojedyncza kobiet)	US Open 2007 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2008 (gra podwójna kobiet)	US Open 2008 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2008 (gra pojedyncza kobiet)	US Open 2008 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2009 (gra podwójna kobiet)	US Open 2009 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2009 (gra pojedyncza kobiet)	US Open 2009 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2010 (gra podwójna kobiet)	US Open 2010 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2010 (gra pojedyncza kobiet)	US Open 2010 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2011 (gra podwójna kobiet)	US Open 2011 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2011 (gra pojedyncza kobiet)	US Open 2011 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2012 (gra podwójna kobiet)	US Open 2012 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2012 (gra pojedyncza kobiet)	US Open 2012 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2012 (kwalifikacje gry pojedynczej kobiet)	US Open 2012 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2013 (gra podwójna kobiet na wózkach)	US Open 2013 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2013 (gra podwójna kobiet)	US Open 2013 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2013 (gra pojedyncza kobiet na wózkach)	US Open 2013 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2013 (gra pojedyncza kobiet)	US Open 2013 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2013 (kwalifikacje gry pojedynczej kobiet)	US Open 2013 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2013 (turniej legend kobiet)	US Open 2013 (turniej legend mężczyzn)	None
[CAT=sport]	US Open 2014 (gra podwójna kobiet na wózkach)	US Open 2014 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2014 (gra podwójna kobiet)	US Open 2014 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2014 (gra pojedyncza kobiet na wózkach)	US Open 2014 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2014 (gra pojedyncza kobiet)	US Open 2014 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2014 (kwalifikacje gry pojedynczej kobiet)	US Open 2014 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2014 (turniej legend kobiet)	US Open 2014 (turniej legend mężczyzn)	None
[CAT=sport]	US Open 2015 (gra podwójna kobiet na wózkach)	US Open 2015 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2015 (gra podwójna kobiet)	US Open 2015 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2015 (gra pojedyncza kobiet na wózkach)	US Open 2015 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2015 (gra pojedyncza kobiet)	US Open 2015 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2015 (kwalifikacje gry pojedynczej kobiet)	US Open 2015 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2015 (turniej legend kobiet)	US Open 2015 (turniej legend mężczyzn)	None
[CAT=sport]	US Open 2016 (gra podwójna kobiet)	US Open 2016 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2016 (gra pojedyncza kobiet)	US Open 2016 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2016 (kwalifikacje gry pojedynczej kobiet)	US Open 2016 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2016 (turniej legend kobiet)	US Open 2016 (turniej legend mężczyzn)	None
[CAT=sport]	US Open 2017 (gra podwójna kobiet na wózkach)	US Open 2017 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2017 (gra podwójna kobiet)	US Open 2017 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2017 (gra pojedyncza kobiet na wózkach)	US Open 2017 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2017 (gra pojedyncza kobiet)	US Open 2017 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2017 (kwalifikacje gry pojedynczej kobiet)	US Open 2017 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2017 (turniej legend kobiet)	US Open 2017 (turniej legend mężczyzn)	None
[CAT=sport]	US Open 2018 (gra podwójna kobiet na wózkach)	US Open 2018 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2018 (gra podwójna kobiet)	US Open 2018 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2018 (gra pojedyncza kobiet na wózkach)	US Open 2018 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2018 (gra pojedyncza kobiet)	US Open 2018 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2018 (kwalifikacje gry pojedynczej kobiet)	US Open 2018 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2019 (gra podwójna kobiet na wózkach)	US Open 2019 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2019 (gra podwójna kobiet)	US Open 2019 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2019 (gra pojedyncza kobiet na wózkach)	US Open 2019 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2019 (gra pojedyncza kobiet)	US Open 2019 (gra pojedyncza mężczyzn)	None
[CAT=sport]	US Open 2019 (kwalifikacje gry pojedynczej kobiet)	US Open 2019 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	US Open 2020 (gra podwójna kobiet na wózkach)	US Open 2020 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	US Open 2020 (gra podwójna kobiet)	US Open 2020 (gra podwójna mężczyzn)	None
[CAT=sport]	US Open 2020 (gra pojedyncza kobiet na wózkach)	US Open 2020 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	US Open 2020 (gra pojedyncza kobiet)	US Open 2020 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Ukraińska Superliha Koszykarska Kobiet	Ukraińska Superliha Koszykarska Mężczyzn	None
[CAT=sport]	VIVA World Cup 2008 (kobiety)	VIVA World Cup 2008 (mężczyźni)	None
[CAT=sport]	Wardar Skopje (piłka ręczna kobiet)	Wardar Skopje (piłka ręczna mężczyzn)	None
[CAT=sport]	Washington Open 2018 (kobiety)	Washington Open 2018 (mężczyźni)	None
[CAT=sport]	Washington Open 2019 (kobiety)	Washington Open 2019 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2011 (kobiety)	Western &amp; Southern Open 2011 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2012 (kobiety)	Western &amp; Southern Open 2012 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2013 (kobiety)	Western &amp; Southern Open 2013 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2014 (kobiety)	Western &amp; Southern Open 2014 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2015 (kobiety)	Western &amp; Southern Open 2015 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2016 (kobiety)	Western &amp; Southern Open 2016 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2017 (kobiety)	Western &amp; Southern Open 2017 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2018 (kobiety)	Western &amp; Southern Open 2018 (mężczyźni)	None
[CAT=sport]	Western &amp; Southern Open 2019 (kobiety)	Western &amp; Southern Open 2019 (mężczyźni)	None
[CAT=sport]	Wimbledon 2000 (gra pojedyncza kobiet)	Wimbledon 2000 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2001 (gra pojedyncza kobiet)	Wimbledon 2001 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2002 (gra pojedyncza kobiet)	Wimbledon 2002 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2003 (gra pojedyncza kobiet)	Wimbledon 2003 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2004 (gra pojedyncza kobiet)	Wimbledon 2004 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2005 (gra pojedyncza kobiet)	Wimbledon 2005 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2006 (gra podwójna kobiet)	Wimbledon 2006 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2006 (gra pojedyncza kobiet)	Wimbledon 2006 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2007 (gra podwójna kobiet)	Wimbledon 2007 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2007 (gra pojedyncza kobiet)	Wimbledon 2007 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2008 (gra podwójna kobiet)	Wimbledon 2008 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2008 (gra pojedyncza kobiet)	Wimbledon 2008 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2009 (gra podwójna kobiet)	Wimbledon 2009 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2009 (gra pojedyncza kobiet)	Wimbledon 2009 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2010 (gra podwójna kobiet)	Wimbledon 2010 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2010 (gra pojedyncza kobiet)	Wimbledon 2010 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2010 (turniej legend kobiet)	Wimbledon 2010 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2011 (gra podwójna kobiet)	Wimbledon 2011 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2011 (gra pojedyncza kobiet)	Wimbledon 2011 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2012 (gra podwójna kobiet na wózkach)	Wimbledon 2012 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2012 (gra podwójna kobiet)	Wimbledon 2012 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2012 (gra pojedyncza kobiet)	Wimbledon 2012 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2012 (kwalifikacje gry podwójnej kobiet)	Wimbledon 2012 (kwalifikacje gry podwójnej mężczyzn)	None
[CAT=sport]	Wimbledon 2012 (kwalifikacje gry pojedynczej kobiet)	Wimbledon 2012 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	Wimbledon 2012 (turniej legend kobiet)	Wimbledon 2012 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2013 (gra podwójna kobiet na wózkach)	Wimbledon 2013 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2013 (gra podwójna kobiet)	Wimbledon 2013 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2013 (gra pojedyncza kobiet)	Wimbledon 2013 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2013 (kwalifikacje gry podwójnej kobiet)	Wimbledon 2013 (kwalifikacje gry podwójnej mężczyzn)	None
[CAT=sport]	Wimbledon 2013 (kwalifikacje gry pojedynczej kobiet)	Wimbledon 2013 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	Wimbledon 2013 (turniej legend kobiet)	Wimbledon 2013 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2014 (gra podwójna kobiet na wózkach)	Wimbledon 2014 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2014 (gra podwójna kobiet)	Wimbledon 2014 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2014 (gra pojedyncza kobiet)	Wimbledon 2014 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2014 (kwalifikacje gry podwójnej kobiet)	Wimbledon 2014 (kwalifikacje gry podwójnej mężczyzn)	None
[CAT=sport]	Wimbledon 2014 (kwalifikacje gry pojedynczej kobiet)	Wimbledon 2014 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	Wimbledon 2014 (turniej legend kobiet)	Wimbledon 2014 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2015 (gra podwójna kobiet na wózkach)	Wimbledon 2015 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2015 (gra podwójna kobiet)	Wimbledon 2015 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2015 (gra pojedyncza kobiet)	Wimbledon 2015 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2015 (kwalifikacje gry podwójnej kobiet)	Wimbledon 2015 (kwalifikacje gry podwójnej mężczyzn)	None
[CAT=sport]	Wimbledon 2015 (kwalifikacje gry pojedynczej kobiet)	Wimbledon 2015 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	Wimbledon 2015 (turniej legend kobiet)	Wimbledon 2015 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2016 (gra podwójna kobiet na wózkach)	Wimbledon 2016 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2016 (gra podwójna kobiet)	Wimbledon 2016 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2016 (gra pojedyncza kobiet na wózkach)	Wimbledon 2016 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2016 (gra pojedyncza kobiet)	Wimbledon 2016 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2016 (kwalifikacje gry podwójnej kobiet)	Wimbledon 2016 (kwalifikacje gry podwójnej mężczyzn)	None
[CAT=sport]	Wimbledon 2016 (kwalifikacje gry pojedynczej kobiet)	Wimbledon 2016 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	Wimbledon 2016 (turniej legend kobiet)	Wimbledon 2016 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2017 (gra podwójna kobiet na wózkach)	Wimbledon 2017 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2017 (gra podwójna kobiet)	Wimbledon 2017 (gra podwójna mężczyzn)	None
[CAT=sport]	Wimbledon 2017 (gra pojedyncza kobiet na wózkach)	Wimbledon 2017 (gra pojedyncza mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2017 (gra pojedyncza kobiet)	Wimbledon 2017 (gra pojedyncza mężczyzn)	None
[CAT=sport]	Wimbledon 2017 (kwalifikacje gry podwójnej kobiet)	Wimbledon 2017 (kwalifikacje gry podwójnej mężczyzn)	None
[CAT=sport]	Wimbledon 2017 (kwalifikacje gry pojedynczej kobiet)	Wimbledon 2017 (kwalifikacje gry pojedynczej mężczyzn)	None
[CAT=sport]	Wimbledon 2017 (turniej legend kobiet)	Wimbledon 2017 (turniej legend mężczyzn)	None
[CAT=sport]	Wimbledon 2018 (gra podwójna kobiet na wózkach)	Wimbledon 2018 (gra podwójna mężczyzn na wózkach)	None
[CAT=sport]	Wimbledon 2018 (gra podwójna kobiet)	Wimbledon 2018 (gra podwójna mężczyzn)	None
